"","avg_temp","full_date","year","date","tooltip"
"13365",28.1,"August 06, 1985",1985,"08-06","August 06, 1985 :  28.1 ° C"
"13366",27.3,"August 07, 1985",1985,"08-07","August 07, 1985 :  27.3 ° C"
"13367",28.3,"August 08, 1985",1985,"08-08","August 08, 1985 :  28.3 ° C"
"13368",28.2,"August 09, 1985",1985,"08-09","August 09, 1985 :  28.2 ° C"
"13369",26.9,"August 10, 1985",1985,"08-10","August 10, 1985 :  26.9 ° C"
"13370",25.3,"August 11, 1985",1985,"08-11","August 11, 1985 :  25.3 ° C"
"13371",28.4,"August 12, 1985",1985,"08-12","August 12, 1985 :  28.4 ° C"
"13372",28.5,"August 13, 1985",1985,"08-13","August 13, 1985 :  28.5 ° C"
"13373",28.3,"August 14, 1985",1985,"08-14","August 14, 1985 :  28.3 ° C"
"13374",28.5,"August 15, 1985",1985,"08-15","August 15, 1985 :  28.5 ° C"
"13375",29.4,"August 16, 1985",1985,"08-16","August 16, 1985 :  29.4 ° C"
"13376",29.5,"August 17, 1985",1985,"08-17","August 17, 1985 :  29.5 ° C"
"13377",29.8,"August 18, 1985",1985,"08-18","August 18, 1985 :  29.8 ° C"
"13378",28.2,"August 19, 1985",1985,"08-19","August 19, 1985 :  28.2 ° C"
"13379",26,"August 20, 1985",1985,"08-20","August 20, 1985 :  26 ° C"
"13380",27,"August 21, 1985",1985,"08-21","August 21, 1985 :  27 ° C"
"13381",26.9,"August 22, 1985",1985,"08-22","August 22, 1985 :  26.9 ° C"
"13382",26.7,"August 23, 1985",1985,"08-23","August 23, 1985 :  26.7 ° C"
"13383",26.7,"August 24, 1985",1985,"08-24","August 24, 1985 :  26.7 ° C"
"13384",27.2,"August 25, 1985",1985,"08-25","August 25, 1985 :  27.2 ° C"
"13385",27.2,"August 26, 1985",1985,"08-26","August 26, 1985 :  27.2 ° C"
"13386",27.3,"August 27, 1985",1985,"08-27","August 27, 1985 :  27.3 ° C"
"13387",27.9,"August 28, 1985",1985,"08-28","August 28, 1985 :  27.9 ° C"
"13388",28.9,"August 29, 1985",1985,"08-29","August 29, 1985 :  28.9 ° C"
"13389",27.6,"August 30, 1985",1985,"08-30","August 30, 1985 :  27.6 ° C"
"13390",27.9,"August 31, 1985",1985,"08-31","August 31, 1985 :  27.9 ° C"
"13391",29.5,"September 01, 1985",1985,"09-01","September 01, 1985 :  29.5 ° C"
"13392",28.9,"September 02, 1985",1985,"09-02","September 02, 1985 :  28.9 ° C"
"13393",26.2,"September 03, 1985",1985,"09-03","September 03, 1985 :  26.2 ° C"
"13394",27.5,"September 04, 1985",1985,"09-04","September 04, 1985 :  27.5 ° C"
"13395",28.7,"September 05, 1985",1985,"09-05","September 05, 1985 :  28.7 ° C"
"13396",27.9,"September 06, 1985",1985,"09-06","September 06, 1985 :  27.9 ° C"
"13397",26.6,"September 07, 1985",1985,"09-07","September 07, 1985 :  26.6 ° C"
"13398",27.1,"September 08, 1985",1985,"09-08","September 08, 1985 :  27.1 ° C"
"13399",26.1,"September 09, 1985",1985,"09-09","September 09, 1985 :  26.1 ° C"
"13400",26.8,"September 10, 1985",1985,"09-10","September 10, 1985 :  26.8 ° C"
"13401",24.1,"September 11, 1985",1985,"09-11","September 11, 1985 :  24.1 ° C"
"13402",24.1,"September 12, 1985",1985,"09-12","September 12, 1985 :  24.1 ° C"
"13403",25.1,"September 13, 1985",1985,"09-13","September 13, 1985 :  25.1 ° C"
"13404",22.7,"September 14, 1985",1985,"09-14","September 14, 1985 :  22.7 ° C"
"13405",18.5,"September 15, 1985",1985,"09-15","September 15, 1985 :  18.5 ° C"
"13406",18.6,"September 16, 1985",1985,"09-16","September 16, 1985 :  18.6 ° C"
"13407",22.1,"September 17, 1985",1985,"09-17","September 17, 1985 :  22.1 ° C"
"13408",20.9,"September 18, 1985",1985,"09-18","September 18, 1985 :  20.9 ° C"
"13409",23.7,"September 19, 1985",1985,"09-19","September 19, 1985 :  23.7 ° C"
"13410",23.2,"September 20, 1985",1985,"09-20","September 20, 1985 :  23.2 ° C"
"13411",23.1,"September 21, 1985",1985,"09-21","September 21, 1985 :  23.1 ° C"
"13412",22.2,"September 22, 1985",1985,"09-22","September 22, 1985 :  22.2 ° C"
"13413",17.3,"September 23, 1985",1985,"09-23","September 23, 1985 :  17.3 ° C"
"13414",15.8,"September 24, 1985",1985,"09-24","September 24, 1985 :  15.8 ° C"
"13415",19.7,"September 25, 1985",1985,"09-25","September 25, 1985 :  19.7 ° C"
"13416",22.9,"September 26, 1985",1985,"09-26","September 26, 1985 :  22.9 ° C"
"13417",19.7,"September 27, 1985",1985,"09-27","September 27, 1985 :  19.7 ° C"
"13418",17,"September 28, 1985",1985,"09-28","September 28, 1985 :  17 ° C"
"13419",16.7,"September 29, 1985",1985,"09-29","September 29, 1985 :  16.7 ° C"
"13420",20.7,"September 30, 1985",1985,"09-30","September 30, 1985 :  20.7 ° C"
"13421",22.4,"June 01, 1986",1986,"06-01","June 01, 1986 :  22.4 ° C"
"13422",23,"June 02, 1986",1986,"06-02","June 02, 1986 :  23 ° C"
"13423",21.9,"June 03, 1986",1986,"06-03","June 03, 1986 :  21.9 ° C"
"13424",18.5,"June 04, 1986",1986,"06-04","June 04, 1986 :  18.5 ° C"
"13425",16.8,"June 05, 1986",1986,"06-05","June 05, 1986 :  16.8 ° C"
"13426",15.3,"June 06, 1986",1986,"06-06","June 06, 1986 :  15.3 ° C"
"13427",17.8,"June 07, 1986",1986,"06-07","June 07, 1986 :  17.8 ° C"
"13428",20.1,"June 08, 1986",1986,"06-08","June 08, 1986 :  20.1 ° C"
"13429",22.2,"June 09, 1986",1986,"06-09","June 09, 1986 :  22.2 ° C"
"13430",20.9,"June 10, 1986",1986,"06-10","June 10, 1986 :  20.9 ° C"
"13431",21,"June 11, 1986",1986,"06-11","June 11, 1986 :  21 ° C"
"13432",21.2,"June 12, 1986",1986,"06-12","June 12, 1986 :  21.2 ° C"
"13433",21.6,"June 13, 1986",1986,"06-13","June 13, 1986 :  21.6 ° C"
"13434",21.7,"June 14, 1986",1986,"06-14","June 14, 1986 :  21.7 ° C"
"13435",22.6,"June 15, 1986",1986,"06-15","June 15, 1986 :  22.6 ° C"
"13436",23.1,"June 16, 1986",1986,"06-16","June 16, 1986 :  23.1 ° C"
"13437",22.5,"June 17, 1986",1986,"06-17","June 17, 1986 :  22.5 ° C"
"13438",23.3,"June 18, 1986",1986,"06-18","June 18, 1986 :  23.3 ° C"
"13439",23.8,"June 19, 1986",1986,"06-19","June 19, 1986 :  23.8 ° C"
"13440",23.1,"June 20, 1986",1986,"06-20","June 20, 1986 :  23.1 ° C"
"13441",18.6,"June 21, 1986",1986,"06-21","June 21, 1986 :  18.6 ° C"
"13442",21.3,"June 22, 1986",1986,"06-22","June 22, 1986 :  21.3 ° C"
"13443",22.1,"June 23, 1986",1986,"06-23","June 23, 1986 :  22.1 ° C"
"13444",21.8,"June 24, 1986",1986,"06-24","June 24, 1986 :  21.8 ° C"
"13445",23,"June 25, 1986",1986,"06-25","June 25, 1986 :  23 ° C"
"13446",24.2,"June 26, 1986",1986,"06-26","June 26, 1986 :  24.2 ° C"
"13447",22.3,"June 27, 1986",1986,"06-27","June 27, 1986 :  22.3 ° C"
"13448",20.9,"June 28, 1986",1986,"06-28","June 28, 1986 :  20.9 ° C"
"13449",17,"June 29, 1986",1986,"06-29","June 29, 1986 :  17 ° C"
"13450",17.8,"June 30, 1986",1986,"06-30","June 30, 1986 :  17.8 ° C"
"13451",21.7,"July 01, 1986",1986,"07-01","July 01, 1986 :  21.7 ° C"
"13452",18,"July 02, 1986",1986,"07-02","July 02, 1986 :  18 ° C"
"13453",18.8,"July 03, 1986",1986,"07-03","July 03, 1986 :  18.8 ° C"
"13454",20.4,"July 04, 1986",1986,"07-04","July 04, 1986 :  20.4 ° C"
"13455",22,"July 05, 1986",1986,"07-05","July 05, 1986 :  22 ° C"
"13456",23.9,"July 06, 1986",1986,"07-06","July 06, 1986 :  23.9 ° C"
"13457",21.1,"July 07, 1986",1986,"07-07","July 07, 1986 :  21.1 ° C"
"13458",23.3,"July 08, 1986",1986,"07-08","July 08, 1986 :  23.3 ° C"
"13459",24.3,"July 09, 1986",1986,"07-09","July 09, 1986 :  24.3 ° C"
"13460",24.1,"July 10, 1986",1986,"07-10","July 10, 1986 :  24.1 ° C"
"13461",22.9,"July 11, 1986",1986,"07-11","July 11, 1986 :  22.9 ° C"
"13462",24,"July 12, 1986",1986,"07-12","July 12, 1986 :  24 ° C"
"13463",24.5,"July 13, 1986",1986,"07-13","July 13, 1986 :  24.5 ° C"
"13464",25.3,"July 14, 1986",1986,"07-14","July 14, 1986 :  25.3 ° C"
"13465",25,"July 15, 1986",1986,"07-15","July 15, 1986 :  25 ° C"
"13466",24,"July 16, 1986",1986,"07-16","July 16, 1986 :  24 ° C"
"13467",22,"July 17, 1986",1986,"07-17","July 17, 1986 :  22 ° C"
"13468",26.4,"July 18, 1986",1986,"07-18","July 18, 1986 :  26.4 ° C"
"13469",27.2,"July 19, 1986",1986,"07-19","July 19, 1986 :  27.2 ° C"
"13470",20.8,"July 20, 1986",1986,"07-20","July 20, 1986 :  20.8 ° C"
"13471",20.4,"July 21, 1986",1986,"07-21","July 21, 1986 :  20.4 ° C"
"13472",20.4,"July 22, 1986",1986,"07-22","July 22, 1986 :  20.4 ° C"
"13473",24.8,"July 23, 1986",1986,"07-23","July 23, 1986 :  24.8 ° C"
"13474",25.4,"July 24, 1986",1986,"07-24","July 24, 1986 :  25.4 ° C"
"13475",24.2,"July 25, 1986",1986,"07-25","July 25, 1986 :  24.2 ° C"
"13476",25.5,"July 26, 1986",1986,"07-26","July 26, 1986 :  25.5 ° C"
"13477",27.1,"July 27, 1986",1986,"07-27","July 27, 1986 :  27.1 ° C"
"13478",27.9,"July 28, 1986",1986,"07-28","July 28, 1986 :  27.9 ° C"
"13479",28.7,"July 29, 1986",1986,"07-29","July 29, 1986 :  28.7 ° C"
"13480",28.4,"July 30, 1986",1986,"07-30","July 30, 1986 :  28.4 ° C"
"13481",28.5,"July 31, 1986",1986,"07-31","July 31, 1986 :  28.5 ° C"
"13482",28.1,"August 01, 1986",1986,"08-01","August 01, 1986 :  28.1 ° C"
"13483",26,"August 02, 1986",1986,"08-02","August 02, 1986 :  26 ° C"
"13484",25.6,"August 03, 1986",1986,"08-03","August 03, 1986 :  25.6 ° C"
"13485",20.9,"August 04, 1986",1986,"08-04","August 04, 1986 :  20.9 ° C"
"13486",28.4,"August 05, 1986",1986,"08-05","August 05, 1986 :  28.4 ° C"
"13487",28.8,"August 06, 1986",1986,"08-06","August 06, 1986 :  28.8 ° C"
"13488",27.5,"August 07, 1986",1986,"08-07","August 07, 1986 :  27.5 ° C"
"13489",25.5,"August 08, 1986",1986,"08-08","August 08, 1986 :  25.5 ° C"
"13490",27.1,"August 09, 1986",1986,"08-09","August 09, 1986 :  27.1 ° C"
"13491",27.9,"August 10, 1986",1986,"08-10","August 10, 1986 :  27.9 ° C"
"13492",27.9,"August 11, 1986",1986,"08-11","August 11, 1986 :  27.9 ° C"
"13493",27.4,"August 12, 1986",1986,"08-12","August 12, 1986 :  27.4 ° C"
"13494",27.7,"August 13, 1986",1986,"08-13","August 13, 1986 :  27.7 ° C"
"13495",27.9,"August 14, 1986",1986,"08-14","August 14, 1986 :  27.9 ° C"
"13496",27.5,"August 15, 1986",1986,"08-15","August 15, 1986 :  27.5 ° C"
"13497",28.1,"August 16, 1986",1986,"08-16","August 16, 1986 :  28.1 ° C"
"13498",27.3,"August 17, 1986",1986,"08-17","August 17, 1986 :  27.3 ° C"
"13499",25.8,"August 18, 1986",1986,"08-18","August 18, 1986 :  25.8 ° C"
"13500",24.1,"August 19, 1986",1986,"08-19","August 19, 1986 :  24.1 ° C"
"13501",26.8,"August 20, 1986",1986,"08-20","August 20, 1986 :  26.8 ° C"
"13502",28,"August 21, 1986",1986,"08-21","August 21, 1986 :  28 ° C"
"13503",25.7,"August 22, 1986",1986,"08-22","August 22, 1986 :  25.7 ° C"
"13504",24,"August 23, 1986",1986,"08-23","August 23, 1986 :  24 ° C"
"13505",24.2,"August 24, 1986",1986,"08-24","August 24, 1986 :  24.2 ° C"
"13506",26.1,"August 25, 1986",1986,"08-25","August 25, 1986 :  26.1 ° C"
"13507",27.4,"August 26, 1986",1986,"08-26","August 26, 1986 :  27.4 ° C"
"13508",28.2,"August 27, 1986",1986,"08-27","August 27, 1986 :  28.2 ° C"
"13509",28,"August 28, 1986",1986,"08-28","August 28, 1986 :  28 ° C"
"13510",28.1,"August 29, 1986",1986,"08-29","August 29, 1986 :  28.1 ° C"
"13511",28.5,"August 30, 1986",1986,"08-30","August 30, 1986 :  28.5 ° C"
"13512",27.7,"August 31, 1986",1986,"08-31","August 31, 1986 :  27.7 ° C"
"13513",26.8,"September 01, 1986",1986,"09-01","September 01, 1986 :  26.8 ° C"
"13514",25.4,"September 02, 1986",1986,"09-02","September 02, 1986 :  25.4 ° C"
"13515",27.2,"September 03, 1986",1986,"09-03","September 03, 1986 :  27.2 ° C"
"13516",29.6,"September 04, 1986",1986,"09-04","September 04, 1986 :  29.6 ° C"
"13517",27.7,"September 05, 1986",1986,"09-05","September 05, 1986 :  27.7 ° C"
"13518",24.3,"September 06, 1986",1986,"09-06","September 06, 1986 :  24.3 ° C"
"13519",25.6,"September 07, 1986",1986,"09-07","September 07, 1986 :  25.6 ° C"
"13520",25.7,"September 08, 1986",1986,"09-08","September 08, 1986 :  25.7 ° C"
"13521",23.9,"September 09, 1986",1986,"09-09","September 09, 1986 :  23.9 ° C"
"13522",24.6,"September 10, 1986",1986,"09-10","September 10, 1986 :  24.6 ° C"
"13523",26.8,"September 11, 1986",1986,"09-11","September 11, 1986 :  26.8 ° C"
"13524",23.1,"September 12, 1986",1986,"09-12","September 12, 1986 :  23.1 ° C"
"13525",24,"September 13, 1986",1986,"09-13","September 13, 1986 :  24 ° C"
"13526",21.7,"September 14, 1986",1986,"09-14","September 14, 1986 :  21.7 ° C"
"13527",21.1,"September 15, 1986",1986,"09-15","September 15, 1986 :  21.1 ° C"
"13528",20.2,"September 16, 1986",1986,"09-16","September 16, 1986 :  20.2 ° C"
"13529",20.7,"September 17, 1986",1986,"09-17","September 17, 1986 :  20.7 ° C"
"13530",24.4,"September 18, 1986",1986,"09-18","September 18, 1986 :  24.4 ° C"
"13531",24.4,"September 19, 1986",1986,"09-19","September 19, 1986 :  24.4 ° C"
"13532",21.4,"September 20, 1986",1986,"09-20","September 20, 1986 :  21.4 ° C"
"13533",21.8,"September 21, 1986",1986,"09-21","September 21, 1986 :  21.8 ° C"
"13534",26.9,"September 22, 1986",1986,"09-22","September 22, 1986 :  26.9 ° C"
"13535",24,"September 23, 1986",1986,"09-23","September 23, 1986 :  24 ° C"
"13536",23.7,"September 24, 1986",1986,"09-24","September 24, 1986 :  23.7 ° C"
"13537",21.9,"September 25, 1986",1986,"09-25","September 25, 1986 :  21.9 ° C"
"13538",21.3,"September 26, 1986",1986,"09-26","September 26, 1986 :  21.3 ° C"
"13539",20.5,"September 27, 1986",1986,"09-27","September 27, 1986 :  20.5 ° C"
"13540",21.1,"September 28, 1986",1986,"09-28","September 28, 1986 :  21.1 ° C"
"13541",19.9,"September 29, 1986",1986,"09-29","September 29, 1986 :  19.9 ° C"
"13542",22.2,"September 30, 1986",1986,"09-30","September 30, 1986 :  22.2 ° C"
"13543",23.3,"June 01, 1987",1987,"06-01","June 01, 1987 :  23.3 ° C"
"13544",22.4,"June 02, 1987",1987,"06-02","June 02, 1987 :  22.4 ° C"
"13545",22.6,"June 03, 1987",1987,"06-03","June 03, 1987 :  22.6 ° C"
"13546",24.6,"June 04, 1987",1987,"06-04","June 04, 1987 :  24.6 ° C"
"13547",26.9,"June 05, 1987",1987,"06-05","June 05, 1987 :  26.9 ° C"
"13548",27.4,"June 06, 1987",1987,"06-06","June 06, 1987 :  27.4 ° C"
"13549",26.5,"June 07, 1987",1987,"06-07","June 07, 1987 :  26.5 ° C"
"13550",27.1,"June 08, 1987",1987,"06-08","June 08, 1987 :  27.1 ° C"
"13551",25,"June 09, 1987",1987,"06-09","June 09, 1987 :  25 ° C"
"13552",18,"June 10, 1987",1987,"06-10","June 10, 1987 :  18 ° C"
"13553",20.1,"June 11, 1987",1987,"06-11","June 11, 1987 :  20.1 ° C"
"13554",20.3,"June 12, 1987",1987,"06-12","June 12, 1987 :  20.3 ° C"
"13555",21.2,"June 13, 1987",1987,"06-13","June 13, 1987 :  21.2 ° C"
"13556",21.1,"June 14, 1987",1987,"06-14","June 14, 1987 :  21.1 ° C"
"13557",18.4,"June 15, 1987",1987,"06-15","June 15, 1987 :  18.4 ° C"
"13558",22.1,"June 16, 1987",1987,"06-16","June 16, 1987 :  22.1 ° C"
"13559",23.7,"June 17, 1987",1987,"06-17","June 17, 1987 :  23.7 ° C"
"13560",24.5,"June 18, 1987",1987,"06-18","June 18, 1987 :  24.5 ° C"
"13561",23.9,"June 19, 1987",1987,"06-19","June 19, 1987 :  23.9 ° C"
"13562",19,"June 20, 1987",1987,"06-20","June 20, 1987 :  19 ° C"
"13563",19.4,"June 21, 1987",1987,"06-21","June 21, 1987 :  19.4 ° C"
"13564",21.1,"June 22, 1987",1987,"06-22","June 22, 1987 :  21.1 ° C"
"13565",22.4,"June 23, 1987",1987,"06-23","June 23, 1987 :  22.4 ° C"
"13566",23.7,"June 24, 1987",1987,"06-24","June 24, 1987 :  23.7 ° C"
"13567",21.5,"June 25, 1987",1987,"06-25","June 25, 1987 :  21.5 ° C"
"13568",21.2,"June 26, 1987",1987,"06-26","June 26, 1987 :  21.2 ° C"
"13569",19.2,"June 27, 1987",1987,"06-27","June 27, 1987 :  19.2 ° C"
"13570",18,"June 28, 1987",1987,"06-28","June 28, 1987 :  18 ° C"
"13571",17.4,"June 29, 1987",1987,"06-29","June 29, 1987 :  17.4 ° C"
"13572",20.1,"June 30, 1987",1987,"06-30","June 30, 1987 :  20.1 ° C"
"13573",21.6,"July 01, 1987",1987,"07-01","July 01, 1987 :  21.6 ° C"
"13574",24.6,"July 02, 1987",1987,"07-02","July 02, 1987 :  24.6 ° C"
"13575",23,"July 03, 1987",1987,"07-03","July 03, 1987 :  23 ° C"
"13576",26.2,"July 04, 1987",1987,"07-04","July 04, 1987 :  26.2 ° C"
"13577",21.1,"July 05, 1987",1987,"07-05","July 05, 1987 :  21.1 ° C"
"13578",23.1,"July 06, 1987",1987,"07-06","July 06, 1987 :  23.1 ° C"
"13579",26.6,"July 07, 1987",1987,"07-07","July 07, 1987 :  26.6 ° C"
"13580",26.2,"July 08, 1987",1987,"07-08","July 08, 1987 :  26.2 ° C"
"13581",26.2,"July 09, 1987",1987,"07-09","July 09, 1987 :  26.2 ° C"
"13582",27.1,"July 10, 1987",1987,"07-10","July 10, 1987 :  27.1 ° C"
"13583",27.3,"July 11, 1987",1987,"07-11","July 11, 1987 :  27.3 ° C"
"13584",26.3,"July 12, 1987",1987,"07-12","July 12, 1987 :  26.3 ° C"
"13585",27.9,"July 13, 1987",1987,"07-13","July 13, 1987 :  27.9 ° C"
"13586",28.5,"July 14, 1987",1987,"07-14","July 14, 1987 :  28.5 ° C"
"13587",29.9,"July 15, 1987",1987,"07-15","July 15, 1987 :  29.9 ° C"
"13588",28.9,"July 16, 1987",1987,"07-16","July 16, 1987 :  28.9 ° C"
"13589",28.9,"July 17, 1987",1987,"07-17","July 17, 1987 :  28.9 ° C"
"13590",25.5,"July 18, 1987",1987,"07-18","July 18, 1987 :  25.5 ° C"
"13591",23.4,"July 19, 1987",1987,"07-19","July 19, 1987 :  23.4 ° C"
"13592",22.8,"July 20, 1987",1987,"07-20","July 20, 1987 :  22.8 ° C"
"13593",24.6,"July 21, 1987",1987,"07-21","July 21, 1987 :  24.6 ° C"
"13594",28.8,"July 22, 1987",1987,"07-22","July 22, 1987 :  28.8 ° C"
"13595",31,"July 23, 1987",1987,"07-23","July 23, 1987 :  31 ° C"
"13596",31.5,"July 24, 1987",1987,"07-24","July 24, 1987 :  31.5 ° C"
"13597",28.3,"July 25, 1987",1987,"07-25","July 25, 1987 :  28.3 ° C"
"13598",29.1,"July 26, 1987",1987,"07-26","July 26, 1987 :  29.1 ° C"
"13599",30.2,"July 27, 1987",1987,"07-27","July 27, 1987 :  30.2 ° C"
"13600",29.6,"July 28, 1987",1987,"07-28","July 28, 1987 :  29.6 ° C"
"13601",31.1,"July 29, 1987",1987,"07-29","July 29, 1987 :  31.1 ° C"
"13602",30.1,"July 30, 1987",1987,"07-30","July 30, 1987 :  30.1 ° C"
"13603",28.5,"July 31, 1987",1987,"07-31","July 31, 1987 :  28.5 ° C"
"13604",24.8,"August 01, 1987",1987,"08-01","August 01, 1987 :  24.8 ° C"
"13605",22.2,"August 02, 1987",1987,"08-02","August 02, 1987 :  22.2 ° C"
"13606",23.3,"August 03, 1987",1987,"08-03","August 03, 1987 :  23.3 ° C"
"13607",25.1,"August 04, 1987",1987,"08-04","August 04, 1987 :  25.1 ° C"
"13608",28.1,"August 05, 1987",1987,"08-05","August 05, 1987 :  28.1 ° C"
"13609",27.3,"August 06, 1987",1987,"08-06","August 06, 1987 :  27.3 ° C"
"13610",24.9,"August 07, 1987",1987,"08-07","August 07, 1987 :  24.9 ° C"
"13611",28.1,"August 08, 1987",1987,"08-08","August 08, 1987 :  28.1 ° C"
"13612",29.2,"August 09, 1987",1987,"08-09","August 09, 1987 :  29.2 ° C"
"13613",28.6,"August 10, 1987",1987,"08-10","August 10, 1987 :  28.6 ° C"
"13614",27.1,"August 11, 1987",1987,"08-11","August 11, 1987 :  27.1 ° C"
"13615",27.8,"August 12, 1987",1987,"08-12","August 12, 1987 :  27.8 ° C"
"13616",28.5,"August 13, 1987",1987,"08-13","August 13, 1987 :  28.5 ° C"
"13617",27.3,"August 14, 1987",1987,"08-14","August 14, 1987 :  27.3 ° C"
"13618",28.1,"August 15, 1987",1987,"08-15","August 15, 1987 :  28.1 ° C"
"13619",28.4,"August 16, 1987",1987,"08-16","August 16, 1987 :  28.4 ° C"
"13620",29.1,"August 17, 1987",1987,"08-17","August 17, 1987 :  29.1 ° C"
"13621",26.2,"August 18, 1987",1987,"08-18","August 18, 1987 :  26.2 ° C"
"13622",26,"August 19, 1987",1987,"08-19","August 19, 1987 :  26 ° C"
"13623",28.3,"August 20, 1987",1987,"08-20","August 20, 1987 :  28.3 ° C"
"13624",29.6,"August 21, 1987",1987,"08-21","August 21, 1987 :  29.6 ° C"
"13625",28.4,"August 22, 1987",1987,"08-22","August 22, 1987 :  28.4 ° C"
"13626",24.9,"August 23, 1987",1987,"08-23","August 23, 1987 :  24.9 ° C"
"13627",26.3,"August 24, 1987",1987,"08-24","August 24, 1987 :  26.3 ° C"
"13628",26.2,"August 25, 1987",1987,"08-25","August 25, 1987 :  26.2 ° C"
"13629",29.2,"August 26, 1987",1987,"08-26","August 26, 1987 :  29.2 ° C"
"13630",28.2,"August 27, 1987",1987,"08-27","August 27, 1987 :  28.2 ° C"
"13631",26.1,"August 28, 1987",1987,"08-28","August 28, 1987 :  26.1 ° C"
"13632",29.2,"August 29, 1987",1987,"08-29","August 29, 1987 :  29.2 ° C"
"13633",29.3,"August 30, 1987",1987,"08-30","August 30, 1987 :  29.3 ° C"
"13634",29.5,"August 31, 1987",1987,"08-31","August 31, 1987 :  29.5 ° C"
"13635",29.7,"September 01, 1987",1987,"09-01","September 01, 1987 :  29.7 ° C"
"13636",26.3,"September 02, 1987",1987,"09-02","September 02, 1987 :  26.3 ° C"
"13637",21.8,"September 03, 1987",1987,"09-03","September 03, 1987 :  21.8 ° C"
"13638",20,"September 04, 1987",1987,"09-04","September 04, 1987 :  20 ° C"
"13639",24,"September 05, 1987",1987,"09-05","September 05, 1987 :  24 ° C"
"13640",26.1,"September 06, 1987",1987,"09-06","September 06, 1987 :  26.1 ° C"
"13641",27,"September 07, 1987",1987,"09-07","September 07, 1987 :  27 ° C"
"13642",27.9,"September 08, 1987",1987,"09-08","September 08, 1987 :  27.9 ° C"
"13643",28.1,"September 09, 1987",1987,"09-09","September 09, 1987 :  28.1 ° C"
"13644",28.5,"September 10, 1987",1987,"09-10","September 10, 1987 :  28.5 ° C"
"13645",24.1,"September 11, 1987",1987,"09-11","September 11, 1987 :  24.1 ° C"
"13646",22.9,"September 12, 1987",1987,"09-12","September 12, 1987 :  22.9 ° C"
"13647",22,"September 13, 1987",1987,"09-13","September 13, 1987 :  22 ° C"
"13648",23.9,"September 14, 1987",1987,"09-14","September 14, 1987 :  23.9 ° C"
"13649",24.7,"September 15, 1987",1987,"09-15","September 15, 1987 :  24.7 ° C"
"13650",22.5,"September 16, 1987",1987,"09-16","September 16, 1987 :  22.5 ° C"
"13651",21.9,"September 17, 1987",1987,"09-17","September 17, 1987 :  21.9 ° C"
"13652",22.3,"September 18, 1987",1987,"09-18","September 18, 1987 :  22.3 ° C"
