"","avg_temp","full_date","year","date","tooltip"
"10296",25.4,"July 18, 1960",1960,"07-18","July 18, 1960 :  25.4 ° C"
"10297",26.7,"July 19, 1960",1960,"07-19","July 19, 1960 :  26.7 ° C"
"10298",27.8,"July 20, 1960",1960,"07-20","July 20, 1960 :  27.8 ° C"
"10299",27.6,"July 21, 1960",1960,"07-21","July 21, 1960 :  27.6 ° C"
"10300",28.3,"July 22, 1960",1960,"07-22","July 22, 1960 :  28.3 ° C"
"10301",27.5,"July 23, 1960",1960,"07-23","July 23, 1960 :  27.5 ° C"
"10302",27.6,"July 24, 1960",1960,"07-24","July 24, 1960 :  27.6 ° C"
"10303",26.9,"July 25, 1960",1960,"07-25","July 25, 1960 :  26.9 ° C"
"10304",26.6,"July 26, 1960",1960,"07-26","July 26, 1960 :  26.6 ° C"
"10305",27.9,"July 27, 1960",1960,"07-27","July 27, 1960 :  27.9 ° C"
"10306",27.9,"July 28, 1960",1960,"07-28","July 28, 1960 :  27.9 ° C"
"10307",25,"July 29, 1960",1960,"07-29","July 29, 1960 :  25 ° C"
"10308",25.2,"July 30, 1960",1960,"07-30","July 30, 1960 :  25.2 ° C"
"10309",26.8,"July 31, 1960",1960,"07-31","July 31, 1960 :  26.8 ° C"
"10310",29.5,"August 01, 1960",1960,"08-01","August 01, 1960 :  29.5 ° C"
"10311",28.3,"August 02, 1960",1960,"08-02","August 02, 1960 :  28.3 ° C"
"10312",28.3,"August 03, 1960",1960,"08-03","August 03, 1960 :  28.3 ° C"
"10313",29,"August 04, 1960",1960,"08-04","August 04, 1960 :  29 ° C"
"10314",29,"August 05, 1960",1960,"08-05","August 05, 1960 :  29 ° C"
"10315",28.6,"August 06, 1960",1960,"08-06","August 06, 1960 :  28.6 ° C"
"10316",28.5,"August 07, 1960",1960,"08-07","August 07, 1960 :  28.5 ° C"
"10317",28.2,"August 08, 1960",1960,"08-08","August 08, 1960 :  28.2 ° C"
"10318",28.5,"August 09, 1960",1960,"08-09","August 09, 1960 :  28.5 ° C"
"10319",28.9,"August 10, 1960",1960,"08-10","August 10, 1960 :  28.9 ° C"
"10320",28,"August 11, 1960",1960,"08-11","August 11, 1960 :  28 ° C"
"10321",28.7,"August 12, 1960",1960,"08-12","August 12, 1960 :  28.7 ° C"
"10322",26.7,"August 13, 1960",1960,"08-13","August 13, 1960 :  26.7 ° C"
"10323",21.4,"August 14, 1960",1960,"08-14","August 14, 1960 :  21.4 ° C"
"10324",22.7,"August 15, 1960",1960,"08-15","August 15, 1960 :  22.7 ° C"
"10325",23.5,"August 16, 1960",1960,"08-16","August 16, 1960 :  23.5 ° C"
"10326",23.8,"August 17, 1960",1960,"08-17","August 17, 1960 :  23.8 ° C"
"10327",23.7,"August 18, 1960",1960,"08-18","August 18, 1960 :  23.7 ° C"
"10328",21.9,"August 19, 1960",1960,"08-19","August 19, 1960 :  21.9 ° C"
"10329",23.1,"August 20, 1960",1960,"08-20","August 20, 1960 :  23.1 ° C"
"10330",27.1,"August 21, 1960",1960,"08-21","August 21, 1960 :  27.1 ° C"
"10331",25.3,"August 22, 1960",1960,"08-22","August 22, 1960 :  25.3 ° C"
"10332",23.8,"August 23, 1960",1960,"08-23","August 23, 1960 :  23.8 ° C"
"10333",23.3,"August 24, 1960",1960,"08-24","August 24, 1960 :  23.3 ° C"
"10334",24.1,"August 25, 1960",1960,"08-25","August 25, 1960 :  24.1 ° C"
"10335",26.7,"August 26, 1960",1960,"08-26","August 26, 1960 :  26.7 ° C"
"10336",26.9,"August 27, 1960",1960,"08-27","August 27, 1960 :  26.9 ° C"
"10337",28.3,"August 28, 1960",1960,"08-28","August 28, 1960 :  28.3 ° C"
"10338",27.7,"August 29, 1960",1960,"08-29","August 29, 1960 :  27.7 ° C"
"10339",27.9,"August 30, 1960",1960,"08-30","August 30, 1960 :  27.9 ° C"
"10340",28.2,"August 31, 1960",1960,"08-31","August 31, 1960 :  28.2 ° C"
"10341",26.4,"September 01, 1960",1960,"09-01","September 01, 1960 :  26.4 ° C"
"10342",26.4,"September 02, 1960",1960,"09-02","September 02, 1960 :  26.4 ° C"
"10343",26.2,"September 03, 1960",1960,"09-03","September 03, 1960 :  26.2 ° C"
"10344",27.5,"September 04, 1960",1960,"09-04","September 04, 1960 :  27.5 ° C"
"10345",23.3,"September 05, 1960",1960,"09-05","September 05, 1960 :  23.3 ° C"
"10346",23.7,"September 06, 1960",1960,"09-06","September 06, 1960 :  23.7 ° C"
"10347",21.5,"September 07, 1960",1960,"09-07","September 07, 1960 :  21.5 ° C"
"10348",23,"September 08, 1960",1960,"09-08","September 08, 1960 :  23 ° C"
"10349",23.7,"September 09, 1960",1960,"09-09","September 09, 1960 :  23.7 ° C"
"10350",24.6,"September 10, 1960",1960,"09-10","September 10, 1960 :  24.6 ° C"
"10351",23.5,"September 11, 1960",1960,"09-11","September 11, 1960 :  23.5 ° C"
"10352",22,"September 12, 1960",1960,"09-12","September 12, 1960 :  22 ° C"
"10353",23.3,"September 13, 1960",1960,"09-13","September 13, 1960 :  23.3 ° C"
"10354",25.6,"September 14, 1960",1960,"09-14","September 14, 1960 :  25.6 ° C"
"10355",27.5,"September 15, 1960",1960,"09-15","September 15, 1960 :  27.5 ° C"
"10356",25,"September 16, 1960",1960,"09-16","September 16, 1960 :  25 ° C"
"10357",24.5,"September 17, 1960",1960,"09-17","September 17, 1960 :  24.5 ° C"
"10358",25.1,"September 18, 1960",1960,"09-18","September 18, 1960 :  25.1 ° C"
"10359",27.7,"September 19, 1960",1960,"09-19","September 19, 1960 :  27.7 ° C"
"10360",23.6,"September 20, 1960",1960,"09-20","September 20, 1960 :  23.6 ° C"
"10361",23,"September 21, 1960",1960,"09-21","September 21, 1960 :  23 ° C"
"10362",23.2,"September 22, 1960",1960,"09-22","September 22, 1960 :  23.2 ° C"
"10363",23.5,"September 23, 1960",1960,"09-23","September 23, 1960 :  23.5 ° C"
"10364",25.2,"September 24, 1960",1960,"09-24","September 24, 1960 :  25.2 ° C"
"10365",23.1,"September 25, 1960",1960,"09-25","September 25, 1960 :  23.1 ° C"
"10366",20.8,"September 26, 1960",1960,"09-26","September 26, 1960 :  20.8 ° C"
"10367",22.2,"September 27, 1960",1960,"09-27","September 27, 1960 :  22.2 ° C"
"10368",19.1,"September 28, 1960",1960,"09-28","September 28, 1960 :  19.1 ° C"
"10369",17.1,"September 29, 1960",1960,"09-29","September 29, 1960 :  17.1 ° C"
"10370",17.8,"September 30, 1960",1960,"09-30","September 30, 1960 :  17.8 ° C"
"10371",19.7,"June 01, 1961",1961,"06-01","June 01, 1961 :  19.7 ° C"
"10372",19.8,"June 02, 1961",1961,"06-02","June 02, 1961 :  19.8 ° C"
"10373",20.1,"June 03, 1961",1961,"06-03","June 03, 1961 :  20.1 ° C"
"10374",21.5,"June 04, 1961",1961,"06-04","June 04, 1961 :  21.5 ° C"
"10375",21.9,"June 05, 1961",1961,"06-05","June 05, 1961 :  21.9 ° C"
"10376",23.3,"June 06, 1961",1961,"06-06","June 06, 1961 :  23.3 ° C"
"10377",23.5,"June 07, 1961",1961,"06-07","June 07, 1961 :  23.5 ° C"
"10378",23.7,"June 08, 1961",1961,"06-08","June 08, 1961 :  23.7 ° C"
"10379",22.4,"June 09, 1961",1961,"06-09","June 09, 1961 :  22.4 ° C"
"10380",23.3,"June 10, 1961",1961,"06-10","June 10, 1961 :  23.3 ° C"
"10381",23.6,"June 11, 1961",1961,"06-11","June 11, 1961 :  23.6 ° C"
"10382",24.1,"June 12, 1961",1961,"06-12","June 12, 1961 :  24.1 ° C"
"10383",18.9,"June 13, 1961",1961,"06-13","June 13, 1961 :  18.9 ° C"
"10384",17.9,"June 14, 1961",1961,"06-14","June 14, 1961 :  17.9 ° C"
"10385",20,"June 15, 1961",1961,"06-15","June 15, 1961 :  20 ° C"
"10386",21.4,"June 16, 1961",1961,"06-16","June 16, 1961 :  21.4 ° C"
"10387",22,"June 17, 1961",1961,"06-17","June 17, 1961 :  22 ° C"
"10388",23.5,"June 18, 1961",1961,"06-18","June 18, 1961 :  23.5 ° C"
"10389",22.9,"June 19, 1961",1961,"06-19","June 19, 1961 :  22.9 ° C"
"10390",23.4,"June 20, 1961",1961,"06-20","June 20, 1961 :  23.4 ° C"
"10391",23.8,"June 21, 1961",1961,"06-21","June 21, 1961 :  23.8 ° C"
"10392",23.4,"June 22, 1961",1961,"06-22","June 22, 1961 :  23.4 ° C"
"10393",24.4,"June 23, 1961",1961,"06-23","June 23, 1961 :  24.4 ° C"
"10394",24.2,"June 24, 1961",1961,"06-24","June 24, 1961 :  24.2 ° C"
"10395",22.5,"June 25, 1961",1961,"06-25","June 25, 1961 :  22.5 ° C"
"10396",23.4,"June 26, 1961",1961,"06-26","June 26, 1961 :  23.4 ° C"
"10397",24.5,"June 27, 1961",1961,"06-27","June 27, 1961 :  24.5 ° C"
"10398",24.3,"June 28, 1961",1961,"06-28","June 28, 1961 :  24.3 ° C"
"10399",24.8,"June 29, 1961",1961,"06-29","June 29, 1961 :  24.8 ° C"
"10400",25.4,"June 30, 1961",1961,"06-30","June 30, 1961 :  25.4 ° C"
"10401",25.2,"July 01, 1961",1961,"07-01","July 01, 1961 :  25.2 ° C"
"10402",24.5,"July 02, 1961",1961,"07-02","July 02, 1961 :  24.5 ° C"
"10403",25.9,"July 03, 1961",1961,"07-03","July 03, 1961 :  25.9 ° C"
"10404",27.7,"July 04, 1961",1961,"07-04","July 04, 1961 :  27.7 ° C"
"10405",24.7,"July 05, 1961",1961,"07-05","July 05, 1961 :  24.7 ° C"
"10406",26.7,"July 06, 1961",1961,"07-06","July 06, 1961 :  26.7 ° C"
"10407",27.9,"July 07, 1961",1961,"07-07","July 07, 1961 :  27.9 ° C"
"10408",30,"July 08, 1961",1961,"07-08","July 08, 1961 :  30 ° C"
"10409",29.8,"July 09, 1961",1961,"07-09","July 09, 1961 :  29.8 ° C"
"10410",28.8,"July 10, 1961",1961,"07-10","July 10, 1961 :  28.8 ° C"
"10411",26.4,"July 11, 1961",1961,"07-11","July 11, 1961 :  26.4 ° C"
"10412",25.7,"July 12, 1961",1961,"07-12","July 12, 1961 :  25.7 ° C"
"10413",26.8,"July 13, 1961",1961,"07-13","July 13, 1961 :  26.8 ° C"
"10414",28.5,"July 14, 1961",1961,"07-14","July 14, 1961 :  28.5 ° C"
"10415",29.8,"July 15, 1961",1961,"07-15","July 15, 1961 :  29.8 ° C"
"10416",28.2,"July 16, 1961",1961,"07-16","July 16, 1961 :  28.2 ° C"
"10417",27.6,"July 17, 1961",1961,"07-17","July 17, 1961 :  27.6 ° C"
"10418",23.3,"July 18, 1961",1961,"07-18","July 18, 1961 :  23.3 ° C"
"10419",23,"July 19, 1961",1961,"07-19","July 19, 1961 :  23 ° C"
"10420",24.8,"July 20, 1961",1961,"07-20","July 20, 1961 :  24.8 ° C"
"10421",25.9,"July 21, 1961",1961,"07-21","July 21, 1961 :  25.9 ° C"
"10422",26.8,"July 22, 1961",1961,"07-22","July 22, 1961 :  26.8 ° C"
"10423",27.7,"July 23, 1961",1961,"07-23","July 23, 1961 :  27.7 ° C"
"10424",28.4,"July 24, 1961",1961,"07-24","July 24, 1961 :  28.4 ° C"
"10425",29.5,"July 25, 1961",1961,"07-25","July 25, 1961 :  29.5 ° C"
"10426",30.6,"July 26, 1961",1961,"07-26","July 26, 1961 :  30.6 ° C"
"10427",29.2,"July 27, 1961",1961,"07-27","July 27, 1961 :  29.2 ° C"
"10428",28.2,"July 28, 1961",1961,"07-28","July 28, 1961 :  28.2 ° C"
"10429",28.4,"July 29, 1961",1961,"07-29","July 29, 1961 :  28.4 ° C"
"10430",29.2,"July 30, 1961",1961,"07-30","July 30, 1961 :  29.2 ° C"
"10431",28.7,"July 31, 1961",1961,"07-31","July 31, 1961 :  28.7 ° C"
"10432",28.7,"August 01, 1961",1961,"08-01","August 01, 1961 :  28.7 ° C"
"10433",28.9,"August 02, 1961",1961,"08-02","August 02, 1961 :  28.9 ° C"
"10434",27.4,"August 03, 1961",1961,"08-03","August 03, 1961 :  27.4 ° C"
"10435",24.4,"August 04, 1961",1961,"08-04","August 04, 1961 :  24.4 ° C"
"10436",21.8,"August 05, 1961",1961,"08-05","August 05, 1961 :  21.8 ° C"
"10437",23.5,"August 06, 1961",1961,"08-06","August 06, 1961 :  23.5 ° C"
"10438",24.8,"August 07, 1961",1961,"08-07","August 07, 1961 :  24.8 ° C"
"10439",26.6,"August 08, 1961",1961,"08-08","August 08, 1961 :  26.6 ° C"
"10440",27.2,"August 09, 1961",1961,"08-09","August 09, 1961 :  27.2 ° C"
"10441",27.4,"August 10, 1961",1961,"08-10","August 10, 1961 :  27.4 ° C"
"10442",27.7,"August 11, 1961",1961,"08-11","August 11, 1961 :  27.7 ° C"
"10443",28.7,"August 12, 1961",1961,"08-12","August 12, 1961 :  28.7 ° C"
"10444",28.5,"August 13, 1961",1961,"08-13","August 13, 1961 :  28.5 ° C"
"10445",28.5,"August 14, 1961",1961,"08-14","August 14, 1961 :  28.5 ° C"
"10446",28.5,"August 15, 1961",1961,"08-15","August 15, 1961 :  28.5 ° C"
"10447",28.5,"August 16, 1961",1961,"08-16","August 16, 1961 :  28.5 ° C"
"10448",29.2,"August 17, 1961",1961,"08-17","August 17, 1961 :  29.2 ° C"
"10449",28.7,"August 18, 1961",1961,"08-18","August 18, 1961 :  28.7 ° C"
"10450",28.5,"August 19, 1961",1961,"08-19","August 19, 1961 :  28.5 ° C"
"10451",27.4,"August 20, 1961",1961,"08-20","August 20, 1961 :  27.4 ° C"
"10452",27.7,"August 21, 1961",1961,"08-21","August 21, 1961 :  27.7 ° C"
"10453",26.1,"August 22, 1961",1961,"08-22","August 22, 1961 :  26.1 ° C"
"10454",22.9,"August 23, 1961",1961,"08-23","August 23, 1961 :  22.9 ° C"
"10455",23.2,"August 24, 1961",1961,"08-24","August 24, 1961 :  23.2 ° C"
"10456",27.5,"August 25, 1961",1961,"08-25","August 25, 1961 :  27.5 ° C"
"10457",29,"August 26, 1961",1961,"08-26","August 26, 1961 :  29 ° C"
"10458",29.6,"August 27, 1961",1961,"08-27","August 27, 1961 :  29.6 ° C"
"10459",27,"August 28, 1961",1961,"08-28","August 28, 1961 :  27 ° C"
"10460",24.2,"August 29, 1961",1961,"08-29","August 29, 1961 :  24.2 ° C"
"10461",24.2,"August 30, 1961",1961,"08-30","August 30, 1961 :  24.2 ° C"
"10462",25.2,"August 31, 1961",1961,"08-31","August 31, 1961 :  25.2 ° C"
"10463",26.7,"September 01, 1961",1961,"09-01","September 01, 1961 :  26.7 ° C"
"10464",28,"September 02, 1961",1961,"09-02","September 02, 1961 :  28 ° C"
"10465",27.1,"September 03, 1961",1961,"09-03","September 03, 1961 :  27.1 ° C"
"10466",28.4,"September 04, 1961",1961,"09-04","September 04, 1961 :  28.4 ° C"
"10467",29.7,"September 05, 1961",1961,"09-05","September 05, 1961 :  29.7 ° C"
"10468",28.9,"September 06, 1961",1961,"09-06","September 06, 1961 :  28.9 ° C"
"10469",25,"September 07, 1961",1961,"09-07","September 07, 1961 :  25 ° C"
"10470",24.5,"September 08, 1961",1961,"09-08","September 08, 1961 :  24.5 ° C"
"10471",26.6,"September 09, 1961",1961,"09-09","September 09, 1961 :  26.6 ° C"
"10472",27.4,"September 10, 1961",1961,"09-10","September 10, 1961 :  27.4 ° C"
"10473",25.3,"September 11, 1961",1961,"09-11","September 11, 1961 :  25.3 ° C"
"10474",24.4,"September 12, 1961",1961,"09-12","September 12, 1961 :  24.4 ° C"
"10475",25.4,"September 13, 1961",1961,"09-13","September 13, 1961 :  25.4 ° C"
"10476",26.5,"September 14, 1961",1961,"09-14","September 14, 1961 :  26.5 ° C"
"10477",27.6,"September 15, 1961",1961,"09-15","September 15, 1961 :  27.6 ° C"
"10478",27.6,"September 16, 1961",1961,"09-16","September 16, 1961 :  27.6 ° C"
"10479",24.9,"September 17, 1961",1961,"09-17","September 17, 1961 :  24.9 ° C"
"10480",22.8,"September 18, 1961",1961,"09-18","September 18, 1961 :  22.8 ° C"
"10481",21.2,"September 19, 1961",1961,"09-19","September 19, 1961 :  21.2 ° C"
"10482",20.9,"September 20, 1961",1961,"09-20","September 20, 1961 :  20.9 ° C"
"10483",22.2,"September 21, 1961",1961,"09-21","September 21, 1961 :  22.2 ° C"
"10484",24.3,"September 22, 1961",1961,"09-22","September 22, 1961 :  24.3 ° C"
"10485",25.6,"September 23, 1961",1961,"09-23","September 23, 1961 :  25.6 ° C"
"10486",27.4,"September 24, 1961",1961,"09-24","September 24, 1961 :  27.4 ° C"
"10487",24.4,"September 25, 1961",1961,"09-25","September 25, 1961 :  24.4 ° C"
"10488",26.5,"September 26, 1961",1961,"09-26","September 26, 1961 :  26.5 ° C"
"10489",22.4,"September 27, 1961",1961,"09-27","September 27, 1961 :  22.4 ° C"
"10490",22.3,"September 28, 1961",1961,"09-28","September 28, 1961 :  22.3 ° C"
"10491",22.8,"September 29, 1961",1961,"09-29","September 29, 1961 :  22.8 ° C"
"10492",21.5,"September 30, 1961",1961,"09-30","September 30, 1961 :  21.5 ° C"
"10493",21.2,"June 01, 1962",1962,"06-01","June 01, 1962 :  21.2 ° C"
"10494",22.1,"June 02, 1962",1962,"06-02","June 02, 1962 :  22.1 ° C"
"10495",20.2,"June 03, 1962",1962,"06-03","June 03, 1962 :  20.2 ° C"
"10496",19,"June 04, 1962",1962,"06-04","June 04, 1962 :  19 ° C"
"10497",22.6,"June 05, 1962",1962,"06-05","June 05, 1962 :  22.6 ° C"
"10498",22.8,"June 06, 1962",1962,"06-06","June 06, 1962 :  22.8 ° C"
"10499",18.3,"June 07, 1962",1962,"06-07","June 07, 1962 :  18.3 ° C"
"10500",18,"June 08, 1962",1962,"06-08","June 08, 1962 :  18 ° C"
"10501",19.7,"June 09, 1962",1962,"06-09","June 09, 1962 :  19.7 ° C"
"10502",22,"June 10, 1962",1962,"06-10","June 10, 1962 :  22 ° C"
"10503",18.6,"June 11, 1962",1962,"06-11","June 11, 1962 :  18.6 ° C"
"10504",19.6,"June 12, 1962",1962,"06-12","June 12, 1962 :  19.6 ° C"
"10505",19.2,"June 13, 1962",1962,"06-13","June 13, 1962 :  19.2 ° C"
"10506",22.1,"June 14, 1962",1962,"06-14","June 14, 1962 :  22.1 ° C"
"10507",24.1,"June 15, 1962",1962,"06-15","June 15, 1962 :  24.1 ° C"
"10508",22,"June 16, 1962",1962,"06-16","June 16, 1962 :  22 ° C"
"10509",22.8,"June 17, 1962",1962,"06-17","June 17, 1962 :  22.8 ° C"
"10510",24.3,"June 18, 1962",1962,"06-18","June 18, 1962 :  24.3 ° C"
"10511",21.4,"June 19, 1962",1962,"06-19","June 19, 1962 :  21.4 ° C"
"10512",21.3,"June 20, 1962",1962,"06-20","June 20, 1962 :  21.3 ° C"
"10513",22.6,"June 21, 1962",1962,"06-21","June 21, 1962 :  22.6 ° C"
"10514",21.5,"June 22, 1962",1962,"06-22","June 22, 1962 :  21.5 ° C"
"10515",21.2,"June 23, 1962",1962,"06-23","June 23, 1962 :  21.2 ° C"
"10516",23,"June 24, 1962",1962,"06-24","June 24, 1962 :  23 ° C"
"10517",18.3,"June 25, 1962",1962,"06-25","June 25, 1962 :  18.3 ° C"
"10518",17.4,"June 26, 1962",1962,"06-26","June 26, 1962 :  17.4 ° C"
"10519",18.2,"June 27, 1962",1962,"06-27","June 27, 1962 :  18.2 ° C"
"10520",21.9,"June 28, 1962",1962,"06-28","June 28, 1962 :  21.9 ° C"
"10521",19.8,"June 29, 1962",1962,"06-29","June 29, 1962 :  19.8 ° C"
"10522",21.4,"June 30, 1962",1962,"06-30","June 30, 1962 :  21.4 ° C"
"10523",22.6,"July 01, 1962",1962,"07-01","July 01, 1962 :  22.6 ° C"
"10524",23.4,"July 02, 1962",1962,"07-02","July 02, 1962 :  23.4 ° C"
"10525",24.3,"July 03, 1962",1962,"07-03","July 03, 1962 :  24.3 ° C"
"10526",23.3,"July 04, 1962",1962,"07-04","July 04, 1962 :  23.3 ° C"
"10527",22.9,"July 05, 1962",1962,"07-05","July 05, 1962 :  22.9 ° C"
"10528",20.6,"July 06, 1962",1962,"07-06","July 06, 1962 :  20.6 ° C"
"10529",19.6,"July 07, 1962",1962,"07-07","July 07, 1962 :  19.6 ° C"
"10530",17.9,"July 08, 1962",1962,"07-08","July 08, 1962 :  17.9 ° C"
"10531",20.2,"July 09, 1962",1962,"07-09","July 09, 1962 :  20.2 ° C"
"10532",23.5,"July 10, 1962",1962,"07-10","July 10, 1962 :  23.5 ° C"
"10533",24.7,"July 11, 1962",1962,"07-11","July 11, 1962 :  24.7 ° C"
"10534",26.6,"July 12, 1962",1962,"07-12","July 12, 1962 :  26.6 ° C"
"10535",25.9,"July 13, 1962",1962,"07-13","July 13, 1962 :  25.9 ° C"
"10536",25.5,"July 14, 1962",1962,"07-14","July 14, 1962 :  25.5 ° C"
"10537",25.5,"July 15, 1962",1962,"07-15","July 15, 1962 :  25.5 ° C"
"10538",25.5,"July 16, 1962",1962,"07-16","July 16, 1962 :  25.5 ° C"
"10539",25.9,"July 17, 1962",1962,"07-17","July 17, 1962 :  25.9 ° C"
"10540",24.3,"July 18, 1962",1962,"07-18","July 18, 1962 :  24.3 ° C"
"10541",24.7,"July 19, 1962",1962,"07-19","July 19, 1962 :  24.7 ° C"
"10542",24.6,"July 20, 1962",1962,"07-20","July 20, 1962 :  24.6 ° C"
"10543",27.2,"July 21, 1962",1962,"07-21","July 21, 1962 :  27.2 ° C"
"10544",28.7,"July 22, 1962",1962,"07-22","July 22, 1962 :  28.7 ° C"
"10545",29,"July 23, 1962",1962,"07-23","July 23, 1962 :  29 ° C"
"10546",27.7,"July 24, 1962",1962,"07-24","July 24, 1962 :  27.7 ° C"
"10547",28.3,"July 25, 1962",1962,"07-25","July 25, 1962 :  28.3 ° C"
"10548",28.9,"July 26, 1962",1962,"07-26","July 26, 1962 :  28.9 ° C"
"10549",28.2,"July 27, 1962",1962,"07-27","July 27, 1962 :  28.2 ° C"
"10550",25.5,"July 28, 1962",1962,"07-28","July 28, 1962 :  25.5 ° C"
"10551",27.8,"July 29, 1962",1962,"07-29","July 29, 1962 :  27.8 ° C"
"10552",28.5,"July 30, 1962",1962,"07-30","July 30, 1962 :  28.5 ° C"
"10553",27.7,"July 31, 1962",1962,"07-31","July 31, 1962 :  27.7 ° C"
"10554",27.9,"August 01, 1962",1962,"08-01","August 01, 1962 :  27.9 ° C"
"10555",27.9,"August 02, 1962",1962,"08-02","August 02, 1962 :  27.9 ° C"
"10556",29.4,"August 03, 1962",1962,"08-03","August 03, 1962 :  29.4 ° C"
"10557",29.7,"August 04, 1962",1962,"08-04","August 04, 1962 :  29.7 ° C"
"10558",25.6,"August 05, 1962",1962,"08-05","August 05, 1962 :  25.6 ° C"
"10559",26.6,"August 06, 1962",1962,"08-06","August 06, 1962 :  26.6 ° C"
"10560",29.1,"August 07, 1962",1962,"08-07","August 07, 1962 :  29.1 ° C"
"10561",28.6,"August 08, 1962",1962,"08-08","August 08, 1962 :  28.6 ° C"
"10562",30.2,"August 09, 1962",1962,"08-09","August 09, 1962 :  30.2 ° C"
"10563",28.9,"August 10, 1962",1962,"08-10","August 10, 1962 :  28.9 ° C"
"10564",28.2,"August 11, 1962",1962,"08-11","August 11, 1962 :  28.2 ° C"
"10565",27.6,"August 12, 1962",1962,"08-12","August 12, 1962 :  27.6 ° C"
"10566",28.8,"August 13, 1962",1962,"08-13","August 13, 1962 :  28.8 ° C"
"10567",29.6,"August 14, 1962",1962,"08-14","August 14, 1962 :  29.6 ° C"
"10568",28.9,"August 15, 1962",1962,"08-15","August 15, 1962 :  28.9 ° C"
"10569",28.3,"August 16, 1962",1962,"08-16","August 16, 1962 :  28.3 ° C"
"10570",28.6,"August 17, 1962",1962,"08-17","August 17, 1962 :  28.6 ° C"
"10571",27.9,"August 18, 1962",1962,"08-18","August 18, 1962 :  27.9 ° C"
"10572",26.1,"August 19, 1962",1962,"08-19","August 19, 1962 :  26.1 ° C"
"10573",26.6,"August 20, 1962",1962,"08-20","August 20, 1962 :  26.6 ° C"
"10574",30.3,"August 21, 1962",1962,"08-21","August 21, 1962 :  30.3 ° C"
"10575",28.3,"August 22, 1962",1962,"08-22","August 22, 1962 :  28.3 ° C"
"10576",29.3,"August 23, 1962",1962,"08-23","August 23, 1962 :  29.3 ° C"
"10577",28.5,"August 24, 1962",1962,"08-24","August 24, 1962 :  28.5 ° C"
"10578",26,"August 25, 1962",1962,"08-25","August 25, 1962 :  26 ° C"
"10579",26.2,"August 26, 1962",1962,"08-26","August 26, 1962 :  26.2 ° C"
"10580",28.3,"August 27, 1962",1962,"08-27","August 27, 1962 :  28.3 ° C"
"10581",28,"August 28, 1962",1962,"08-28","August 28, 1962 :  28 ° C"
"10582",28.6,"August 29, 1962",1962,"08-29","August 29, 1962 :  28.6 ° C"
"10583",26.9,"August 30, 1962",1962,"08-30","August 30, 1962 :  26.9 ° C"
"10584",27.2,"August 31, 1962",1962,"08-31","August 31, 1962 :  27.2 ° C"
"10585",26.1,"September 01, 1962",1962,"09-01","September 01, 1962 :  26.1 ° C"
"10586",25.8,"September 02, 1962",1962,"09-02","September 02, 1962 :  25.8 ° C"
"10587",26.8,"September 03, 1962",1962,"09-03","September 03, 1962 :  26.8 ° C"
"10588",25.6,"September 04, 1962",1962,"09-04","September 04, 1962 :  25.6 ° C"
"10589",27.4,"September 05, 1962",1962,"09-05","September 05, 1962 :  27.4 ° C"
"10590",26,"September 06, 1962",1962,"09-06","September 06, 1962 :  26 ° C"
"10591",23,"September 07, 1962",1962,"09-07","September 07, 1962 :  23 ° C"
"10592",26.6,"September 08, 1962",1962,"09-08","September 08, 1962 :  26.6 ° C"
"10593",27.6,"September 09, 1962",1962,"09-09","September 09, 1962 :  27.6 ° C"
"10594",26.4,"September 10, 1962",1962,"09-10","September 10, 1962 :  26.4 ° C"
"10595",25.1,"September 11, 1962",1962,"09-11","September 11, 1962 :  25.1 ° C"
"10596",25.7,"September 12, 1962",1962,"09-12","September 12, 1962 :  25.7 ° C"
"10597",26.2,"September 13, 1962",1962,"09-13","September 13, 1962 :  26.2 ° C"
"10598",26.1,"September 14, 1962",1962,"09-14","September 14, 1962 :  26.1 ° C"
"10599",25.7,"September 15, 1962",1962,"09-15","September 15, 1962 :  25.7 ° C"
"10600",26.1,"September 16, 1962",1962,"09-16","September 16, 1962 :  26.1 ° C"
"10601",24.9,"September 17, 1962",1962,"09-17","September 17, 1962 :  24.9 ° C"
"10602",25.9,"September 18, 1962",1962,"09-18","September 18, 1962 :  25.9 ° C"
"10603",26.7,"September 19, 1962",1962,"09-19","September 19, 1962 :  26.7 ° C"
"10604",25.6,"September 20, 1962",1962,"09-20","September 20, 1962 :  25.6 ° C"
"10605",26.2,"September 21, 1962",1962,"09-21","September 21, 1962 :  26.2 ° C"
"10606",24.5,"September 22, 1962",1962,"09-22","September 22, 1962 :  24.5 ° C"
"10607",25,"September 23, 1962",1962,"09-23","September 23, 1962 :  25 ° C"
"10608",25.5,"September 24, 1962",1962,"09-24","September 24, 1962 :  25.5 ° C"
"10609",19.9,"September 25, 1962",1962,"09-25","September 25, 1962 :  19.9 ° C"
"10610",17.4,"September 26, 1962",1962,"09-26","September 26, 1962 :  17.4 ° C"
"10611",18,"September 27, 1962",1962,"09-27","September 27, 1962 :  18 ° C"
"10612",20.1,"September 28, 1962",1962,"09-28","September 28, 1962 :  20.1 ° C"
"10613",21,"September 29, 1962",1962,"09-29","September 29, 1962 :  21 ° C"
"10614",19.3,"September 30, 1962",1962,"09-30","September 30, 1962 :  19.3 ° C"
"10615",22.1,"June 01, 1963",1963,"06-01","June 01, 1963 :  22.1 ° C"
